Nombre total de vélos,Adr_emplacement,latitude,longitude,geo_shape,geo_point_2d
10,78 CRS DE VINCENNES Paris 12,48.85480661468063,2.3146248236350306,"{""coordinates"": [2.405926948824615, 48.84716536691703], ""type"": ""Point""}","48.84716536691703, 2.405926948824615"
10,60 RUE DU CHAROLAIS Paris 12,48.87040791140834,2.3407675357045075,"{""coordinates"": [2.384714806578207, 48.842237817270636], ""type"": ""Point""}","48.842237817270636, 2.384714806578207"
6, BD CARNOT Paris 12,48.852518235987475,2.389540010563215,"{""coordinates"": [2.413443068926269, 48.846555535551666], ""type"": ""Point""}","48.846555535551666, 2.413443068926269"
5,2 RUE THEOPHILE ROUSSEL Paris 12,48.84485632307255,2.380488137542051,"{""coordinates"": [2.3775122450099384, 48.84950310096912], ""type"": ""Point""}","48.84950310096912, 2.3775122450099384"
5,35 RUE DE TOUL Paris 12,48.84891764708697,2.3750926182675363,"{""coordinates"": [2.4024314170778176, 48.84018311692089], ""type"": ""Point""}","48.84018311692089, 2.4024314170778176"
20,243 AV DAUMESNIL Paris 12,48.849022345614976,2.37493802838372,"{""coordinates"": [2.401072652012206, 48.83767552767594], ""type"": ""Point""}","48.83767552767594, 2.401072652012206"
14,21 RUE TRAVERSIERE Paris 12,48.85621744915709,2.3708896480084762,"{""coordinates"": [2.371618414948354, 48.84644232203782], ""type"": ""Point""}","48.84644232203782, 2.371618414948354"
4,31 AV DE SAINT-MANDE Paris 12,48.83100216549166,2.3029494155777073,"{""coordinates"": [2.400160695968334, 48.84523216842483], ""type"": ""Point""}","48.84523216842483, 2.400160695968334"
4,1 RUE CHRISTIAN DEWET Paris 12,48.884140701291834,2.3045905755582043,"{""coordinates"": [2.3933154548190565, 48.84578252687071], ""type"": ""Point""}","48.84578252687071, 2.3933154548190565"
5,18 AV DU BEL AIR Paris 12,48.84622305509005,2.340508591090849,"{""coordinates"": [2.397516504498997, 48.846467584779106], ""type"": ""Point""}","48.846467584779106, 2.397516504498997"
5,108 AV DU GENERAL MICHEL BIZOT Paris 12,48.88051479042026,2.332425762685452,"{""coordinates"": [2.4041582040787763, 48.83876170621868], ""type"": ""Point""}","48.83876170621868, 2.4041582040787763"
5,9 RUE JOSEPH CHAILLEY Paris 12,48.88525355880701,2.317174105475894,"{""coordinates"": [2.404286907350631, 48.833113440874065], ""type"": ""Point""}","48.833113440874065, 2.404286907350631"
4,38 RUE CORIOLIS Paris 12,48.89934178338122,2.3659787540152566,"{""coordinates"": [2.389961260780828, 48.837160846659984], ""type"": ""Point""}","48.837160846659984, 2.389961260780828"
4,102 RUE DE BERCY Paris 12,48.887093762250004,2.3140157138919024,"{""coordinates"": [2.3809734144024137, 48.838715849353996], ""type"": ""Point""}","48.838715849353996, 2.3809734144024137"
5,81 RUE DE PICPUS Paris 12,48.875925749885184,2.3477304012158706,"{""coordinates"": [2.399162827318443, 48.84073876233953], ""type"": ""Point""}","48.84073876233953, 2.399162827318443"
