Régime prioritaire,Régime particulier,Nombre total de vélos,Arrondissement,Adr_emplacement,latitude,longitude
2 ROUES,Vélos,20,12,10 RUE DE PRAGUE Paris 12,48.877590743616835,2.362214250480127
2 ROUES,Vélos,15,19,6 RUE ARCHEREAU Paris 19,48.821810242968205,2.373903545671322
2 ROUES,Vélos,8,15,28 RUE VIOLET Paris 15,48.86177583868109,2.377306448222009
2 ROUES,Vélos,18,18,98 RUE MARCADET Paris 18,48.84650407350428,2.2708506514128572
2 ROUES,Vélos,10,14,2 RUE PERNETY Paris 14,48.888167355565045,2.2891149590042597
2 ROUES,Vélos,8,19,117 AV DE FLANDRE Paris 19,48.84648857346488,2.295390986308
2 ROUES,Vélos,8,15,49 AV DU MAINE Paris 15,48.855782705122294,2.316940317578313
2 ROUES,Vélos,36,12,170 RUE DE CHARENTON Paris 12,48.828083636425816,2.3456067806883762
2 ROUES,Vélos,6,15,56 RUE MADEMOISELLE Paris 15,48.844207888724064,2.2917493643221865
2 ROUES,Vélos,6,15,87 RUE DU COMMERCE Paris 15,48.847491301267695,2.291688580101531
2 ROUES,Vélos,6,10,13 RUE D' HAUTEVILLE Paris 10,48.88362238813419,2.295120709928402
2 ROUES,Vélos,10,15,29 RUE MADEMOISELLE Paris 15,48.84188259423655,2.2897362702733886
2 ROUES,Vélos,2,7,40 RUE VANEAU Paris 7,48.85154165219903,2.3906934724705673
2 ROUES,Vélos,8,13,149 RUE NATIONALE Paris 13,48.87645567479499,2.3741416815425254
2 ROUES,Vélos,18,16,70 RUE CORTAMBERT Paris 16,48.845980461630724,2.3088550289456036
2 ROUES,Vélos,8,6,120 RUE DE RENNES Paris 6,48.855735941188044,2.3536624990236232
2 ROUES,Vélos,9,10,1 RUE DE METZ Paris 10,48.87050420004321,2.339802663970046
2 ROUES,Vélos,10,14,128 RUE DE LA TOMBE ISSOIRE Paris 14,48.829723564922105,2.3071407255685914
2 ROUES,Vélos,10,17,166 RUE CARDINET Paris 17,48.83920032297928,2.2668305302043783
2 ROUES,Vélos,3,15,8 RUE LAKANAL Paris 15,48.85233694187511,2.3298941942021067
2 ROUES,Vélos,10,13,59 AV D' IVRY Paris 13,48.84612007585412,2.3201815520171523
2 ROUES,Vélos,7,15,2 RUE THEOPHRASTE RENAUDOT Paris 15,48.88385522145005,2.3876132047854037
2 ROUES,Vélos,48,15,1 RUE DE L' ARRIVEE Paris 15,48.867850606010045,2.296531499127731
2 ROUES,Vélos,10,9,22 RUE DES MATHURINS Paris 9,48.8728372542217,2.364516701038375
2 ROUES,Vélos,4,11,5 RUE DE LA PIERRE LEVEE Paris 11,48.87286755865866,2.399814320698779
2 ROUES,Vélos,8,17,8 RUE MEISSONIER Paris 17,48.85390170911936,2.346346129127583
2 ROUES,Vélos,10,8,12 AV DE FRIEDLAND Paris 8,48.8285284017484,2.380166976339792
2 ROUES,Vélos,6,3,16 RUE DU PERCHE Paris 3,48.84831696939445,2.3498495177108154
2 ROUES,Vélos,10,14,2 AV VILLEMAIN Paris 14,48.8791646408863,2.3476443434553986
2 ROUES,Vélos,6,13,49 RUE BOUSSINGAULT Paris 13,48.85747551343976,2.280049406810985
2 ROUES,Vélos,6,14,49 RUE DE LA TOMBE ISSOIRE Paris 14,48.882226310241094,2.297271961480141
2 ROUES,Vélos,8,19, QU DE LA SEINE Paris 19,48.85628691618061,2.3736895694581635
2 ROUES,Vélos,4,18,2 RUE CUGNOT Paris 18,48.83130894881517,2.2965950530871924
2 ROUES,Vélos,8,10,63 BD DE STRASBOURG Paris 10,48.89842859024487,2.368671819837812
2 ROUES,Vélos,4,10,105 BD DE MAGENTA Paris 10,48.83739873790623,2.3540326395021967
2 ROUES,Vélos,2,18,7 BD BARBES Paris 18,48.82284484946414,2.3587068814736507
2 ROUES,Vélos,10,16,21 RUE GEORGE SAND Paris 16,48.88785987711488,2.3541901797433264
2 ROUES,Vélos,3,13,98 RUE DE LA GLACIERE Paris 13,48.85555578293881,2.4058855071443332
2 ROUES,Vélos,8,9,25 RUE PIERRE FONTAINE Paris 9,48.87709984804661,2.3070939378775295
2 ROUES,Vélos,10,16,101 BD MURAT Paris 16,48.849607367748355,2.3900334938177377
2 ROUES,Vélos,8,20,1 RUE MAURICE BERTEAUX Paris 20,48.881765972117776,2.3141324039718913
2 ROUES,Vélos,1,9,39 BD DE CLICHY Paris 9,48.86979702810704,2.302431529482429
2 ROUES,Vélos,8,15,19 RUE OLIER Paris 15,48.86800874615416,2.382466851458408
2 ROUES,Vélos,18,7,13 RUE DE L' UNIVERSITE Paris 7,48.887847423691994,2.395115479591152
2 ROUES,Vélos,26,14,11 RUE HUYGHENS Paris 14,48.85157558378154,2.359414834846277
2 ROUES,Vélos,1,18,80 BD BARBES Paris 18,48.859099433192284,2.3552552961140574
2 ROUES,Vélos,9,12,8 RUE PAUL BELMONDO Paris 12,48.83872905576166,2.4078115034109984
2 ROUES,Vélos,20,20,43 CRS DE VINCENNES Paris 20,48.8511156475088,2.3306005512055705
2 ROUES,Vélos,40,1,21 RUE SAINT-ROCH Paris 1,48.83488653454346,2.2892500177308155
2 ROUES,Vélos,10,14,161 RUE RAYMOND LOSSERAND Paris 14,48.84555982403037,2.382771842986327
2 ROUES,Vélos,18,14,7 RUE ALPHONSE DAUDET Paris 14,48.86832166496536,2.282042323244863
2 ROUES,Vélos,18,8,20 RUE CLAPEYRON Paris 8,48.86605920095397,2.308184144299112
2 ROUES,Vélos,5,13,16 RUE PIRANDELLO Paris 13,48.82175302221424,2.355272963687982
2 ROUES,Vélos,28,3,1 RUE ELZEVIR Paris 3,48.84005679933233,2.258070834967618
2 ROUES,Vélos,8,17,54 RUE JOUFFROY D'ABBANS Paris 17,48.885147690113754,2.319190772211749
2 ROUES,Vélos,4,13,109 AV DE FRANCE Paris 13,48.872387730407,2.333509212183476
2 ROUES,Vélos,10,7,44 RUE DU BAC Paris 7,48.88425092639507,2.2909337960614944
2 ROUES,Vélos,4,12,79 AV DU DOCTEUR ARNOLD NETTER Paris 12,48.89102190253664,2.34971966175603
2 ROUES,Vélos,10,7,63 RUE DE L' UNIVERSITE Paris 7,48.88591318751263,2.2920523075272348
2 ROUES,Vélos,10,10,71 RUE DE CHABROL Paris 10,48.83695021655012,2.3569482865745464
2 ROUES,Vélos,8,9,54 RUE SAINT-GEORGES Paris 9,48.883481458675334,2.376937755728422
2 ROUES,Vélos,16,11,17 PL DE LA NATION Paris 11,48.881170892172136,2.3375702705011063
2 ROUES,Vélos,2,12,223 RUE DE BERCY Paris 12,48.85201053039742,2.2857999604143653
2 ROUES,Vélos,14,14,212 AV DU MAINE Paris 14,48.88389287101091,2.324899223848429
2 ROUES,Vélos,1,13,103 RUE DE TOLBIAC Paris 13,48.830080335339176,2.3028686715457902
2 ROUES,Vélos,22,3,1 RUE DE PICARDIE Paris 3,48.87997168262006,2.3211610257774073
2 ROUES,Vélos,12,18,15 RUE NEUVE DE LA CHARDONNIERE Paris 18,48.86047637784152,2.3231637901755438
2 ROUES,Vélos,36,5,6 RUE EDOUARD QUENU Paris 5,48.830301673554374,2.3388209339668142
2 ROUES,Vélos,2,5,69 BD SAINT-GERMAIN Paris 5,48.89104674072827,2.323366584390723
2 ROUES,Vélos,8,11, PAS PHILIPPE-AUGUSTE Paris 11,48.890479961080345,2.3355659532347675
2 ROUES,Vélos,10,16,48 AV GEORGES MANDEL Paris 16,48.85420571400458,2.373451741749846
2 ROUES,Vélos,6,5,18 RUE BOUTEBRIE Paris 5,48.8792852712625,2.3456540456874597
2 ROUES,Vélos,8,1,9 RUE DES BOURDONNAIS Paris 1,48.89340278157613,2.347812860360485
2 ROUES,Vélos,6,18,22 BD BARBES Paris 18,48.84500963434756,2.408185612469321
2 ROUES,Vélos,10,8,49 AV HOCHE Paris 8,48.85959092281988,2.272156477971348
2 ROUES,Vélos,6,14,12 RUE JULIA BARTET Paris 14,48.87108512487315,2.337523698435018
2 ROUES,Vélos,8,8,31 RUE CAMBACERES Paris 8,48.86131984827675,2.35811709538809
2 ROUES,Vélos,10,8,52 RUE DE LONDRES Paris 8,48.895725822272134,2.339850963184565
2 ROUES,Vélos,2,18,84 BD BARBES Paris 18,48.88174910086159,2.38851157194944
2 ROUES,Vélos,12,6,53 RUE MONSIEUR LE PRINCE Paris 6,48.836800441514995,2.2758439131870607
2 ROUES,Vélos,18,16, BD SUCHET Paris 16,48.83788998539847,2.391998458460217
2 ROUES,Vélos,8,13,50 AV D' IVRY Paris 13,48.88618113615367,2.313792379112803
2 ROUES,Vélos,4,11,15 RUE DE LA PIERRE LEVEE Paris 11,48.85122137058498,2.3464839584399333
2 ROUES,Vélos,18,8,36 AV DE FRIEDLAND Paris 8,48.84053054701113,2.3513962124360948
2 ROUES,Vélos,10,8,11 AV MYRON HERRICK Paris 8,48.855804577170986,2.4106399466822763
2 ROUES,Vélos,10,7,20 RUE PERIGNON Paris 7,48.863794372808975,2.404421183448701
2 ROUES,Vélos,14,4,19 RUE DES TOURNELLES Paris 4,48.837360223004005,2.3107828559487555
2 ROUES,Vélos,8,4,4 RUE DE L' HOTEL SAINT-PAUL Paris 4,48.84757249178694,2.2600391924814853
2 ROUES,Vélos,12,15,92 RUE SAINT-CHARLES Paris 15,48.88452221210115,2.290885143221832
2 ROUES,Vélos,2,14, AV PAUL APPELL Paris 14,48.88476447609816,2.3452611224499034
2 ROUES,Vélos,10,17, RUE CLAIRAUT Paris 17,48.8419499144836,2.3355939293568597
2 ROUES,Vélos,10,12,8 RUE DE L' AMIRAL LA RONCIERE LE NOURY Paris 12,48.88262123620287,2.350251895092851
2 ROUES,Vélos,8,18,83 RUE CHAMPIONNET Paris 18,48.87752571691627,2.3553253220799966
2 ROUES,Vélos,30,15,50 RUE DOMBASLE Paris 15,48.84735698869512,2.350968078681743
2 ROUES,Vélos,14,17,12 RUE DE LA TERRASSE Paris 17,48.85015139258677,2.301023626450544
2 ROUES,Vélos,10,8,16 RUE REMBRANDT Paris 8,48.863005327313225,2.3545078798968815
2 ROUES,Vélos,10,6,34 RUE DE FLEURUS Paris 6,48.84069099563834,2.408622482104143
2 ROUES,Vélos,5,12,22 BD DIDEROT Paris 12,48.873558323927206,2.3651050759295074
2 ROUES,Vélos,30,14,98 RUE DAGUERRE Paris 14,48.88822003610195,2.3805293497956086
2 ROUES,Vélos,23,8,16 RUE CHRISTOPHE COLOMB Paris 8,48.8309131910777,2.3406039946052033
2 ROUES,Vélos,12,11,1 RUE PAUL BERT Paris 11,48.86854148164919,2.2758078457240636
2 ROUES,Vélos,10,17,22 RUE DE TOCQUEVILLE Paris 17,48.88433163266016,2.2865536873324515
2 ROUES,Vélos,5,13, BD DE L' HOPITAL Paris 13,48.877653176910165,2.3894096729417518
2 ROUES,Vélos,2,13,75 AV D' ITALIE Paris 13,48.86045915604419,2.2984559403350584
2 ROUES,Vélos,8,14,29 RUE DE L' OUEST Paris 14,48.889809701513386,2.319395871951548
2 ROUES,Vélos,12,15,6 RUE DE L' ARRIVEE Paris 15,48.841597566360264,2.3320505658432857
2 ROUES,Vélos,24,9,52 RUE LA BRUYERE Paris 9,48.84673158261075,2.3873784648106358
2 ROUES,Vélos,16,13,105 RUE DE LA GLACIERE Paris 13,48.888655039096626,2.349476756993252
2 ROUES,Vélos,7,7,2 RUE DE L' EXPOSITION Paris 7,48.834518630336234,2.31871417878175
2 ROUES,Vélos,10,12,58 AV DAUMESNIL Paris 12,48.88309041079045,2.3614021355567054
2 ROUES,Vélos,10,2,2 RUE DE LA MICHODIERE Paris 2,48.86284044389451,2.3394935887398054
2 ROUES,Vélos,4,8,5 RUE MARBEUF Paris 8,48.88527580219601,2.344641441113563
2 ROUES,Vélos,16,11,8 BD JULES FERRY Paris 11,48.84686068723227,2.2929419861501743
2 ROUES,Vélos,4,16,58 RUE DES BELLES FEUILLES Paris 16,48.86873458590597,2.2930729102725076
2 ROUES,Vélos,30,18,13 PAS RAMEY Paris 18,48.869233564108185,2.3645193826621087
2 ROUES,Vélos,10,11,129 RUE DU CHEMIN VERT Paris 11,48.870594275011676,2.358618627184666
2 ROUES,Vélos,4,4,4 RUE DE RIVOLI Paris 4,48.895152154591685,2.3494445431843847
2 ROUES,Vélos,8,15,40 RUE MIOLLIS Paris 15,48.827596292522436,2.3763673446373503
2 ROUES,Vélos,7,17,17 RUE STEPHANE GRAPPELLI Paris 17,48.85640340704968,2.4097480926934325
2 ROUES,Vélos,3,15,65 BD VICTOR Paris 15,48.87142357454207,2.363004359189523
2 ROUES,Vélos,4,18,32 BD MARGUERITE DE ROCHECHOUART Paris 18,48.8485370099803,2.2872235320927
2 ROUES,Vélos,10,9,132 PROM MARCEL CARNE Paris 9,48.88381560401975,2.3974015872311094
2 ROUES,Vélos,22,9,18 RUE CHAPTAL Paris 9,48.883631354780434,2.3128037128455943
2 ROUES,Vélos,4,18,72 RUE MARCADET Paris 18,48.87976771498579,2.335063759076399
2 ROUES,Vélos,10,13,162 BD VINCENT AURIOL Paris 13,48.837431548664,2.391823313299554
2 ROUES,Vélos,5,11,14 RUE DU MARCHE POPINCOURT Paris 11,48.8669938114465,2.4087948819519722
2 ROUES,Vélos,3,1,39 RUE SAINT-ROCH Paris 1,48.85671785586883,2.300258354180673
2 ROUES,Vélos,1,15,85 RUE DE L' AMIRAL ROUSSIN Paris 15,48.8399008097622,2.261191483399594
2 ROUES,Vélos,8,13,149 RUE NATIONALE Paris 13,48.83854382728201,2.4083040740786252
2 ROUES,Vélos,7,10,29 RUE LOUIS BLANC Paris 10,48.82560081189738,2.4098010123116884
2 ROUES,Vélos,5,16,8 RUE LECOMTE DU NOUY Paris 16,48.83517903732571,2.385567199652741
2 ROUES,Vélos,20,11,1 RUE DE MONTREUIL Paris 11,48.83327188291842,2.301209127238059
2 ROUES,Vélos,5,9,16 RUE GEOFFROY-MARIE Paris 9,48.8698728692506,2.297063683988772
2 ROUES,Vélos,20,4,50 PL MARIE-CLAUDE VAILLANT-COUTURIER ET PIERRRE VILLON Paris 4,48.88043901210706,2.367407419122463
2 ROUES,Vélos,6,17,90 RUE DE LA JONQUIERE Paris 17,48.83359959283138,2.3178038705412503
2 ROUES,Vélos,12,18,15 RUE SIMART Paris 18,48.82789870342607,2.347213449678793
2 ROUES,Vélos,11,2,17 RUE SAINT-SAUVEUR Paris 2,48.883391746588075,2.29254753072379
2 ROUES,Vélos,14,6,3 RUE MABILLON Paris 6,48.849981656011124,2.365452266944534
2 ROUES,Vélos,9,13,13 RUE VULPIAN Paris 13,48.82468912686184,2.364419852243428
2 ROUES,Vélos,10,11,23 RUE BREGUET Paris 11,48.88916046021921,2.3774272120084636
2 ROUES,Vélos,4,11,14 RUE DURANTI Paris 11,48.82650286870827,2.308094786510151
2 ROUES,Vélos,10,15,16 RUE GEORGES DUHAMEL Paris 15,48.89205056868487,2.3748618110011708
2 ROUES,Vélos,18,9,45 RUE CONDORCET Paris 9,48.88953838133533,2.3225113679762504
2 ROUES,Vélos,22,5,14 RUE DES FOSSES SAINT-MARCEL Paris 5,48.851236696714146,2.412730251380992
2 ROUES,Vélos,5,10,248 RUE DU FAUBOURG SAINT-MARTIN Paris 10,48.86511237817622,2.3657852817817133
2 ROUES,Vélos,26,15,89 RUE DES MORILLONS Paris 15,48.86462458817909,2.3874494048250536
2 ROUES,Vélos,4,19,43 RUE D' HAUTPOUL Paris 19,48.86168573686014,2.2798463450957773
2 ROUES,Vélos,5,14,51 BD JOURDAN Paris 14,48.851182797692566,2.38360540425842
2 ROUES,Vélos,5,10,4 RUE SAINT-VINCENT DE PAUL Paris 10,48.885842249007474,2.364754774486233
2 ROUES,Vélos,16,10,24 RUE DES PETITES ECURIES Paris 10,48.83442271299383,2.31511179644924
2 ROUES,Vélos,4,10,32 RUE DE L' ECHIQUIER Paris 10,48.85016540423213,2.3371440408479893
2 ROUES,Vélos,15,10,2 RUE DES PETITS HOTELS Paris 10,48.865231882224734,2.3331345482150474
2 ROUES,Vélos,40,13,91 BD DE L' HOPITAL Paris 13,48.83969797730282,2.4031571178835653
2 ROUES,Vélos,8,12,1 RUE DE LA VOUTE Paris 12,48.851157653190754,2.3250822491408187
2 ROUES,Vélos,12,13,76 AV EDISON Paris 13,48.855002882895356,2.3939636486208875
2 ROUES,Vélos,4,7,18 RUE BARBET DE JOUY Paris 7,48.8403251801553,2.3973917296971723
2 ROUES,Vélos,4,14,158 AV DU MAINE Paris 14,48.83041171368589,2.2959330532467717
2 ROUES,Vélos,8,20,7 PAS DE LAGNY Paris 20,48.86021795086814,2.378451420603556
2 ROUES,Vélos,2,17,3 RUE GERVEX Paris 17,48.82157581278048,2.3713773561425437
2 ROUES,Vélos,8,9,2 RUE DU HELDER Paris 9,48.84681088832165,2.2904714163218087
2 ROUES,Vélos,12,12,95 RUE DE CHARENTON Paris 12,48.860515504511746,2.3012430823303265
2 ROUES,Vélos,20,10,243 RUE DU FAUBOURG SAINT-MARTIN Paris 10,48.83067745363443,2.292151291545048
2 ROUES,Vélos,14,6,60 RUE D' ASSAS Paris 6,48.82508201988452,2.369448811070879
2 ROUES,Vélos,8,12,97 RUE DE CHARENTON Paris 12,48.89909272953721,2.386811565216926
2 ROUES,Vélos,8,15,6 RUE VALENTIN HAUY Paris 15,48.85206384696065,2.386324089879578
2 ROUES,Vélos,10,16,71 AV MOZART Paris 16,48.83607240114871,2.262203562177707
2 ROUES,Vélos,10,15,85 RUE DE JAVEL Paris 15,48.86924502366884,2.34557598842662
2 ROUES,Vélos,6,17,16 RUE MARGUERITTE Paris 17,48.87172064711166,2.388132828278776
2 ROUES,Vélos,10,17,53 RUE TRUFFAUT Paris 17,48.88194827065468,2.329938218359534
2 ROUES,Vélos,24,3,119 RUE DU TEMPLE Paris 3,48.836533120068275,2.3053875032932996
2 ROUES,Vélos,8,18,49 RUE DU SIMPLON Paris 18,48.89044181584515,2.348947494373248
2 ROUES,Vélos,10,3,203 RUE SAINT-MARTIN Paris 3,48.88523345610823,2.3109761821302706
2 ROUES,Vélos,12,3,19 RUE PASTOURELLE Paris 3,48.82963477952748,2.296922477894448
2 ROUES,Vélos,32,3,109 BD BEAUMARCHAIS Paris 3,48.89693895828634,2.3228091778637947
2 ROUES,Vélos,50,5,50 RUE SAINT-JACQUES Paris 5,48.83110507844673,2.348264549484702
2 ROUES,Vélos,12,5,255 RUE SAINT-JACQUES Paris 5,48.85555189791643,2.293947020946722
2 ROUES,Vélos,2,16, RUE JEAN GIRAUDOUX Paris 16,48.8928519913585,2.374381202223007
2 ROUES,Vélos,20,6,1 PL ERNEST DENIS Paris 6,48.882537533570336,2.3116413695911158
2 ROUES,Vélos,10,14,49 RUE DE LA SABLIERE Paris 14,48.854565221762556,2.355055536445493
2 ROUES,Vélos,12,1,38 RUE SAINT-ROCH Paris 1,48.8239973350878,2.370521846755343
2 ROUES,Vélos,12,18,4 RUE DOUDEAUVILLE Paris 18,48.836678042317885,2.2790840718979597
2 ROUES,Vélos,14,17,38 RUE LEGENDRE Paris 17,48.87704405603417,2.285585464045071
2 ROUES,Vélos,5,6,20 RUE DE BUCI Paris 6,48.88297207957595,2.299515323940882
2 ROUES,Vélos,4,18,19 RUE EUGENE FOURNIERE Paris 18,48.83410838830257,2.2855441021176883
2 ROUES,Vélos,4,11,2 PAS SAINT-AMBROISE Paris 11,48.881158847494774,2.3741289947857798
2 ROUES,Vélos,322,16,30 RUE DE CHAILLOT Paris 16,48.89438325486644,2.34816073114826
2 ROUES,Vélos,10,6,129 RUE NOTRE-DAME DES CHAMPS Paris 6,48.84357940613731,2.2567535505640297
2 ROUES,Vélos,12,12,218 RUE DU FAUBOURG SAINT-ANTOINE Paris 12,48.83937242075265,2.331872995148899
2 ROUES,Vélos,5,7,5 AV SILVESTRE DE SACY Paris 7,48.852350944335946,2.300365983349812
2 ROUES,Vélos,4,2,14 RUE DU QUATRE SEPTEMBRE Paris 2,48.88116528804125,2.3103812824096632
2 ROUES,Vélos,4,19,58 RUE DE CRIMEE Paris 19,48.863032595769084,2.2690506371852033
2 ROUES,Vélos,10,20,7 RUE ERNEST LEFEVRE Paris 20,48.886638182384,2.349440997689783
2 ROUES,Vélos,4,13,2 RUE CAILLAUX Paris 13,48.87477144329094,2.3082622774127577
2 ROUES,Vélos,6,4,7 RUE NEUVE SAINT-PIERRE Paris 4,48.822825412526726,2.361899798712581
2 ROUES,Vélos,8,19,15 RUE LASSUS Paris 19,48.89020382211472,2.385011525102835
2 ROUES,Vélos,4,19,72 RUE BOTZARIS Paris 19,48.87380752797138,2.3933387080633004
2 ROUES,Vélos,5,17,3 AV DES CHASSEURS Paris 17,48.83170694357095,2.328521510492043
2 ROUES,Vélos,12,11,65 RUE DE LA FONTAINE AU ROI Paris 11,48.873488505300195,2.3217665068867452
2 ROUES,Vélos,10,1,11 RUE DES BOURDONNAIS Paris 1,48.845210774647114,2.266423850860976
2 ROUES,Vélos,10,1,12 RUE DES BOURDONNAIS Paris 1,48.84034204019769,2.407644814418296
2 ROUES,Vélos,4,16,127 RUE DE LA TOUR Paris 16,48.89127037718531,2.3495045265142225
2 ROUES,Vélos,8,8,2 RUE DU DOCTEUR LANCEREAUX Paris 8,48.85922838652927,2.3008442499549164
2 ROUES,Vélos,4,16,5 AV DE LA PORTE MOLITOR Paris 16,48.86517271586471,2.3975006251652777
2 ROUES,Vélos,5,8,1 RUE DE MESSINE Paris 8,48.85131078073637,2.308917717147304
2 ROUES,Vélos,5,8,38 RUE DE LA BIENFAISANCE Paris 8,48.879608038614585,2.3963669196005974
2 ROUES,Vélos,4,5,12 RUE CLAUDE BERNARD Paris 5,48.86679341446512,2.3797347281900922
2 ROUES,Vélos,14,1,0 RUE DU CYGNE Paris 1,48.8252289067722,2.372264915694048
2 ROUES,Vélos,8,12,22 RUE PAUL BELMONDO Paris 12,48.882493244832105,2.3740690521953507
2 ROUES,Vélos,4,1,16 RUE DES PYRAMIDES Paris 1,48.83967535330042,2.3148198329062137
2 ROUES,Vélos,12,12,13 RUE VILLIOT Paris 12,48.83821629279509,2.412409755593489
2 ROUES,Vélos,2,15,116 AV DE SUFFREN Paris 15,48.85768908776506,2.317582249484138
2 ROUES,Vélos,10,15,146 AV EMILE ZOLA Paris 15,48.83663140367221,2.30687607976495
2 ROUES,Vélos,18,7,69 RUE VANEAU Paris 7,48.86453805139233,2.3660601260545007
2 ROUES,Vélos,10,19,1 RUE MEYNADIER Paris 19,48.849894162384174,2.395526371708762
2 ROUES,Vélos,10,9,12 RUE MAYRAN Paris 9,48.895973341141946,2.332392353783619
2 ROUES,Vélos,17,9,6 RUE DUPERRE Paris 9,48.82794653747145,2.384486108465024
2 ROUES,Vélos,6,19,18 AV DE LA PORTE BRUNET Paris 19,48.836104972435884,2.292069557801165
2 ROUES,Vélos,10,3,3 RUE CUNIN-GRIDAINE Paris 3,48.85740796991075,2.4100546492049046
2 ROUES,Vélos,6,13,84 RUE NATIONALE Paris 13,48.89169657195114,2.34283064943806
2 ROUES,Vélos,5,14,28 AV REILLE Paris 14,48.86111622313869,2.3038286741417004
2 ROUES,Vélos,10,9,12 RUE DE LA CHAUSSEE D'ANTIN Paris 9,48.845575811144755,2.355816015570068
2 ROUES,Vélos,7,12,10 RUE EUGENIE EBOUE Paris 12,48.8505457441952,2.357744959130631
2 ROUES,Vélos,8,12,1 PAS STINVILLE Paris 12,48.84035963799621,2.2599287669395
2 ROUES,Vélos,10,15,9 RUE PERIGNON Paris 15,48.86166152291885,2.34150921526633
2 ROUES,Vélos,26,2,34 RUE LEOPOLD BELLAN Paris 2,48.856105186834334,2.406156374192151
2 ROUES,Vélos,6,17,15 RUE NAVIER Paris 17,48.88290086193733,2.3463696624604355
2 ROUES,Vélos,1,18,46 BD DE CLICHY Paris 18,48.8613883144603,2.2724367478009766
2 ROUES,Vélos,12,17,93 RUE AMPERE Paris 17,48.85692862914994,2.3995100099446693
2 ROUES,Vélos,10,6,82 RUE NOTRE-DAME DES CHAMPS Paris 6,48.87539856260261,2.283809767336902
2 ROUES,Vélos,4,15,12 RUE ALEXANDRE CABANEL Paris 15,48.84820489046023,2.4114728145554407
2 ROUES,Vélos,8,19,75 QU DE LA SEINE Paris 19,48.862562232702466,2.3569495248155197
2 ROUES,Vélos,4,14,31 RUE DU SAINT-GOTHARD Paris 14,48.868854955143775,2.3882888447622093
2 ROUES,Vélos,12,18, AV DE LA PORTE DE MONTMARTRE Paris 18,48.85592883137309,2.372196161559902
2 ROUES,Vélos,8,18,5 RUE DE SUEZ Paris 18,48.8578771720566,2.301652098881275
2 ROUES,Vélos,8,12,34 BD DE PICPUS Paris 12,48.86472210610949,2.372703476951512
2 ROUES,Vélos,10,16,46 RUE MOLITOR Paris 16,48.848437060623525,2.2677799633559554
2 ROUES,Vélos,8,15,38 AV FELIX FAURE Paris 15,48.84132920448617,2.3477936206057777
2 ROUES,Vélos,24,3,54 RUE DES TOURNELLES Paris 3,48.878308937120295,2.353466010675892
2 ROUES,Vélos,10,18,134 PROM MARCEL CARNE Paris 18,48.82780094991995,2.346173023488699
2 ROUES,Vélos,4,17,63 RUE TRUFFAUT Paris 17,48.86855868633734,2.3342286719626246
2 ROUES,Vélos,8,9,22 RUE LOUISE-EMILIE DE LA TOUR D'AUVERGNE Paris 9,48.87069980569777,2.3216056023297407
2 ROUES,Vélos,4,16,59 BD MURAT Paris 16,48.83260541778386,2.356091423622739
2 ROUES,Vélos,2,19,72 AV JEAN JAURES Paris 19,48.84102574734632,2.4047826219749853
2 ROUES,Vélos,5,14,149 RUE VERCINGETORIX Paris 14,48.854481231335924,2.384245689078316
2 ROUES,Vélos,8,12,18 AV DU DOCTEUR ARNOLD NETTER Paris 12,48.84570831361154,2.3195301486568622
2 ROUES,Vélos,18,12,29 BD PONIATOWSKI Paris 12,48.85006028950512,2.337154343548914
2 ROUES,Vélos,14,15,23 RUE LEON LHERMITTE Paris 15,48.867018030630845,2.2951794580782034
2 ROUES,Vélos,8,15,23 RUE LINOIS Paris 15,48.87586629058539,2.356560209431301
2 ROUES,Vélos,8,6,5 RUE DANTON Paris 6,48.84178362992941,2.2929181046852336
2 ROUES,Vélos,14,16, RUE BENJAMIN FRANKLIN Paris 16,48.83958663947747,2.307995106146963
2 ROUES,Vélos,20,12,11 RUE EMILE GILBERT Paris 12,48.89856003280805,2.3231448539462223
2 ROUES,Vélos,10,7,42 RUE DE L' UNIVERSITE Paris 7,48.88361250333224,2.333313541691232
2 ROUES,Vélos,0,18,32 RUE DES TROIS FRERES Paris 18,48.86620557791976,2.3252030152246927
2 ROUES,Vélos,20,5,48 RUE LACEPEDE Paris 5,48.88619714588687,2.325871936848051
2 ROUES,Vélos,10,19,10 RUE DE COLMAR Paris 19,48.84133997337637,2.293981024771242
2 ROUES,Vélos,8,13,14 RUE JEAN COLLY Paris 13,48.83105541199644,2.3088170678800157
2 ROUES,Vélos,3,19,24 RUE DE JOINVILLE Paris 19,48.87750353340903,2.348548543782165
2 ROUES,Vélos,12,13,32 RUE DAVIEL Paris 13,48.86510153184622,2.3450357480399786
2 ROUES,Vélos,8,8,11 PL DE LA MADELEINE Paris 8,48.84278243582323,2.3471660019412472
2 ROUES,Vélos,2,7,226 BD SAINT-GERMAIN Paris 7,48.827603681904115,2.3489179675521106
2 ROUES,Vélos,10,7,113 RUE DE GRENELLE Paris 7,48.87173673688367,2.381720805495427
2 ROUES,Vélos,10,17,2 RUE PAUL BOREL Paris 17,48.894314057731236,2.3413021133534806
2 ROUES,Vélos,7,15,10 RUE DU GENERAL DE CASTELNAU Paris 15,48.82860329080281,2.3789664793643523
2 ROUES,Vélos,5,13,26 RUE VULPIAN Paris 13,48.83024135832043,2.3786358749187047
2 ROUES,Vélos,8,20, RUE DE LA CHINE Paris 20,48.82402893458262,2.3233905725664985
